"","x"
"1",61.902284
"2",69.423217
"3",66.226192
"4",66.7225646666667
"5",60.7827806666667
"6",58.033613
"7",55.9077176666667
"8",58.9531876666667
"9",65.8801846666667
"10",64.9902513333333
"11",60.755868
"12",64.7386666666667
"13",60.2626266666667
"14",61.9158643333333
"15",58.636839
"16",61.5937996666667
"17",59.295747
"18",66.944856
"19",59.5451796666667
"20",56.9862156666667
"21",63.4663203333333
"22",61.717549
"23",62.5964156666667
"24",61.297471
"25",51.1641493333333
"26",54.317781
"27",62.5390876666667
"28",65.506672
"29",62.9068713333333
"30",62.3911013333333
"31",53.5214783333333
"32",52.6762256666667
"33",54.5982983333333
"34",50.322511
"35",55.3130823333333
